Nama Rumah,Harga,Cicilan,Lokasi,Keterangan
Perumahan Bukit Asri Ciomas Indah,Rp 630.000.000,Cicilan 6 Juta/bulan,"Ciomas, Kabupaten bogor",LT 60 m²LB 70 m²KM 1KT 3
Taman Dramaga Permai 3,Rp 630.000.000,Cicilan 6 Juta/bulan,"Ciampea, Kabupaten bogor",LT 144 m²LB 68 m²KM 2KT 3
Komplek Cahaya Swarga Parung,Rp 630.000.000,Cicilan 6 Juta/bulan,"Parung, Kabupaten bogor",LT 60 m²LB 36 m²KM 1KT 2
Perumahan Puri Mutiara Indah,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cikarang utara, Kabupaten bekasi",LT 60 m²LB 60 m²KM 1KT 2
Perumahan Bizhome Cluster Beryl,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 72 m²LB 48 m²KM 1KT 2
Griya Bukit Jaya 1,Rp 630.000.000,Cicilan 6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 150 m²LB 130 m²KM 1KT 3
Bukit Cimanggu City Blok U,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tanah sareal, Kota bogor",LT 65 m²LB 40 m²KM 1KT 2
Taman Narogong Indah Bekasi,Rp 630.000.000,Cicilan 6 Juta/bulan,"Rawalumbu, Kota bekasi",LT 60 m²LB 80 m²KM 1KT 2
Metland Cileungsi,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 84 m²LB 30 m²KM 1KT 2
Sanur Valley Cluster Lovina,Rp 630.000.000,Cicilan 6 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 72 m²LB 40 m²KM 1KT 2
Perumahan Chandra Baru,Rp 630.000.000,Cicilan 6 Juta/bulan,"Pondokmelati, Kota bekasi",LT 77 m²LB 45 m²KM 1KT 2
Perumahan Griya Wana Karya,Rp 630.000.000,Cicilan 6 Juta/bulan,"Bogor barat, Kota bogor",LT 112 m²LB 80 m²KM 1KT 2
Villa Ciomas Indah,Rp 630.000.000,Cicilan 6 Juta/bulan,"Ciomas, Kabupaten bogor",LT 70 m²LB 80 m²KM 1KT 2
Sawangan Elok,Rp 630.000.000,Cicilan 6 Juta/bulan,"Bojongsari, Kota depok",LT 152 m²LB 90 m²KM 2KT 3
Griya Permai Legok,Rp 630.000.000,Cicilan 6 Juta/bulan,"Legok, Kabupaten tangerang",LT 60 m²LB 55 m²KM 2KT 3
Perumahan Mutiara Gading Timur 2,Rp 630.000.000,Cicilan 6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 60 m²KM 1KT 2
Taman Tirta Cimanggu,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tanah sareal, Kota bogor",LT 72 m²LB 72 m²KM 1KT 2
Perumahan Duta Mekar Asri,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 60 m²LB 60 m²KM 2KT 3
Perumahan My Residence 3 Bogor,Rp 630.000.000,Cicilan 6 Juta/bulan,"Bogor barat, Kota bogor",LT 82 m²LB 70 m²KM 1KT 2
Perumahan Permata Tigaraksa,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tigaraksa, Kabupaten tangerang",LT 60 m²LB 90 m²KM 2KT 3
Perumahan Citra Indah City Cluster Rosella,Rp 630.000.000,Cicilan 6 Juta/bulan,"Jonggol, Kabupaten bogor",LT 120 m²LB 42 m²KM 1KT 2
Perumahan Cibinong Mas Indah,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 78 m²LB 72 m²KM 1KT 2
Griya Pesona Madani ,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tenjo, Kabupaten bogor",LT 66 m²LB 33 m²KM 1KT 2
Metland Tambun,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 90 m²LB 45 m²KM 1KT 2
Perumahan Graha Aquila,Rp 630.000.000,Cicilan 6 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 66 m²LB 36 m²KM 1KT 2
Cluster Batur Tangerang,Rp 630.000.000,Cicilan 6 Juta/bulan,"Legok, Kabupaten tangerang",LT 80 m²LB 20 m²KM 1KT 1
Griya Alam Sentul,Rp 630.000.000,Cicilan 6 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 84 m²LB 84 m²KM 1KT 2
Perumahan Bogor Kemang Residence,Rp 630.000.000,Cicilan 6 Juta/bulan,"Kemang, Kabupaten bogor",LT 60 m²LB 30 m²KM 1KT 2
Perumahan Citaville Parung Panjang,Rp 630.000.000,Cicilan 6 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 60 m²LB 48 m²KM 2KT 2
Kampung Dangdeur,Rp 630.000.000,Cicilan 6 Juta/bulan,"Jayanti, Kabupaten tangerang",LT 96 m²LB 90 m²KM 1KT 2
Perumahan Citra Indah City Cluster Bukit Agave,Rp 630.000.000,Cicilan 6 Juta/bulan,"Jonggol, Kabupaten bogor",LT 90 m²LB 85 m²KM 2KT 3
Perumahan Duta Graha,Rp 630.000.000,Cicilan 6 Juta/bulan,"Curug, Kabupaten tangerang",LT 72 m²LB 54 m²KM 1KT 2
Puri Pamulang Tangerang,Rp 630.000.000,Cicilan 6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 60 m²LB 60 m²KM 2KT 3
Perumahan Telaga Kahuripan Bogor Cluster Taman Ganesha,Rp 630.000.000,Cicilan 6 Juta/bulan,"Kemang, Kabupaten bogor",LT 136 m²LB 124 m²KM 2KT 3
Perumahan Harvest City,Rp 630.000.000,Cicilan 6 Juta/bulan,"Setu, Kabupaten bekasi",LT 110 m²LB 28 m²KM 1KT 1
Perumahan Green Paradise City Cluster Dahlia,Rp 630.000.000,Cicilan 6 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 90 m²LB 80 m²KM 1KT 2
Perumahan Graha Surya Indah,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 123 m²LB 72 m²KM 1KT 3
Perumahan Cikeas Gardenia,Rp 630.000.000,Cicilan 6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 60 m²LB 120 m²KM 1KT 3
Perumahan Taman Adiyasa,Rp 630.000.000,Cicilan 6 Juta/bulan,"Solear, Kabupaten tangerang",LT 120 m²LB 120 m²KM 1KT 2
Perumahan Samanea Hill Cluster Avilla,Rp 630.000.000,Cicilan 6 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 72 m²LB 36 m²KM 1KT 2
Jalan Raya Taqwienul Ummah,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cabangbungin, Kabupaten bekasi",LT 155 m²LB 72 m²KM 1KT 2
Villa Mutiara Serpong,Rp 630.000.000,Cicilan 6 Juta/bulan,"Serpong utara, Kota tangerang selatan",LT 60 m²LB 60 m²KM 1KT 2
Jalan Bintara 1,Rp 630.000.000,Cicilan 6 Juta/bulan,"Bekasi barat, Kota bekasi",LT 50 m²LB 90 m²KM 1KT 2
Perumahan Palm Village,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 84 m²LB 105 m²KM 2KT 4
Grand Kahuripan Arjuna,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 102 m²LB 43 m²KM 2KT 2
Mutiara Gading City Cluster Madrid,Rp 630.000.000,Cicilan 6 Juta/bulan,"Babelan, Kabupaten bekasi",LT 60 m²LB 36 m²KM 1KT 2
Jalan Taman Jaya,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cipayung, Kota depok",LT 100 m²LB 75 m²KM 2KT 3
Perumahan Casa Laladon,Rp 630.000.000,Cicilan 6 Juta/bulan,"Ciomas, Kabupaten bogor",LT 76 m²LB 54 m²KM 2KT 2
Perumahan Bizhome Cluster Beryl,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 72 m²LB 36 m²KM 1KT 2
Perumahan Pesona Laguna,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tapos, Kota depok",LT 116 m²LB 116 m²KM 2KT 1
Bekasi Timur Regency Cluster Evodia ,Rp 630.000.000,Cicilan 6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 45 m²KM 1KT 2
Jalan Natuna 2 Pamulang,Rp 630.000.000,Cicilan 6 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 60 m²LB 45 m²KM 1KT 2
Griya Citayam Asri,Rp 630.000.000,Cicilan 6 Juta/bulan,"Bojong gede, Kabupaten bogor",LT 98 m²LB 56 m²KM 2KT 2
Grand View Karawaci,Rp 630.000.000,Cicilan 6 Juta/bulan,"Curug, Kabupaten tangerang",LT 72 m²LB 32 m²KM 1KT 2
Jalan Karya Bakti,Rp 630.000.000,Cicilan 6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 45 m²KM 1KT 2
Jalan AMD Pabuaran,Rp 630.000.000,Cicilan 6 Juta/bulan,"Mustikajaya, Kota bekasi",LT 84 m²LB 50 m²KM 1KT 2
Perumahan Monalisa,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cilodong, Kota depok",LT 72 m²LB 36 m²KM 1KT 2
Perumahan Emerald City Cibinong Cluster Shinju Blok D2,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cibinong, Kabupaten bogor",LT 72 m²LB 40 m²KM 1KT 2
Cluster Samudra Jaya,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 60 m²LB 45 m²KM 1KT 2
Perumahan Forest Hill,Rp 630.000.000,Cicilan 6 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 60 m²LB 63 m²KM 1KT 3
Perumahan Bumi Ciomas Asri,Rp 630.000.000,Cicilan 6 Juta/bulan,"Ciomas, Kabupaten bogor",LT 72 m²LB 48 m²KM 1KT 2
Citaville Parung Panjang,Rp 630.000.000,Cicilan 6 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 60 m²LB 30 m²KM 1KT 2
Jalan Sinar Galih,Rp 630.000.000,Cicilan 6 Juta/bulan,"Sawangan, Kota depok",LT 60 m²LB 40 m²KM 1KT 2
Perumahan Arraya Residence,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tajurhalang, Kabupaten bogor",LT 36 m²LB 86 m²KM 1KT 3
Perumahan Grand Kahuripan,Rp 630.000.000,Cicilan 6 Juta/bulan,"Klapanunggal, Kabupaten bogor",LT 60 m²LB 60 m²KM 1KT 2
Metland Cibitung,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cibitung, Kabupaten bekasi",LT 72 m²LB 27 m²KM 1KT 1
Perumahan Permata Hijau Permai Blok E2,Rp 630.000.000,Cicilan 6 Juta/bulan,"Bekasi utara, Kota bekasi",LT 60 m²LB 45 m²KM 1KT 2
Perumahan Harvest City Cluster Orchid 18 ,Rp 630.000.000,Cicilan 6 Juta/bulan,"Setu, Kabupaten bekasi",LT 78 m²LB 50 m²KM 2KT 2
Perumahan Talaga Bestari Blok G6,Rp 630.000.000,Cicilan 6 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 72 m²LB 60 m²KM 1KT 2
Komplek Inkopad,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tajurhalang, Kabupaten bogor",LT 70 m²LB 67 m²KM 1KT 2
Jalan Udayana Raya,Rp 630.000.000,Cicilan 6 Juta/bulan,"Pasar kemis, Kabupaten tangerang",LT 78 m²LB 48 m²KM 1KT 2
Perumahan Pesona Laguna 1,Rp 630.000.000,Cicilan 6 Juta/bulan,"Tapos, Kota depok",LT 116 m²LB 116 m²KM 2KT 1
Perumahan Mulqi Mansion 5 Blok B,Rp 630.000.000,Cicilan 6 Juta/bulan,"Sawangan, Kota depok",LT 63 m²LB 45 m²KM 1KT 2
Jalan Masjid Kalilicin,Rp 630.000.000,Cicilan 6 Juta/bulan,"Pancoran mas, Kota depok",LT 77 m²LB 55 m²KM 1KT 2
Perumahan Citra Indah City Cluster Bukit Cendana Blok J7,Rp 630.000.000,Cicilan 6 Juta/bulan,"Jonggol, Kabupaten bogor",LT 72 m²LB 72 m²KM 1KT 2
Bekasi Timur Regency,Rp 630.000.000,Cicilan 6 Juta/bulan,"Setu, Kabupaten bekasi",LT 105 m²LB 60 m²KM 1KT 2
Jalan Flamboyan Ciputat,Rp 630.000.000,Cicilan 6 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 76 m²LB 55 m²KM 1KT 2
Cikeas Country Residence,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 84 m²LB 50 m²KM 1KT 2
Terra Avani Residence,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Tajurhalang, Kabupaten bogor",LT 84 m²LB 36 m²KM 1KT 2
Perumahan Bizhome,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 94 m²LB 36 m²KM 1KT 2
Perumahan Permata Mansion,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Bojongsari, Kota depok",LT 92 m²LB 72 m²KM 1KT 2
Permata Hill Residence,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 83 m²LB 36 m²KM 1KT 2
Cluster Manhattan,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Tarumajaya, Kabupaten bekasi",LT 60 m²LB 48 m²KM 1KT 2
Perumahan Citra Indah City Cluster Bukit Ravenia,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Jonggol, Kabupaten bogor",LT 120 m²LB 38 m²KM 1KT 2
Perumahan Duta Harapan,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Bekasi utara, Kota bekasi",LT 60 m²LB 60 m²KM 1KT 2
Perumahan Harvest City Cluster Orchid,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Setu, Kabupaten bekasi",LT 89 m²LB 36 m²KM 1KT 2
Perumahan Cikoleang Hill,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Rumpin, Kabupaten bogor",LT 50 m²LB 55 m²KM 2KT 2
Cluster Green Permata Sawangan,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Sawangan, Kota depok",LT 79 m²LB 50 m²KM 1KT 2
Jalan Elang VIII Bekasi,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Mustikajaya, Kota bekasi",LT 72 m²LB 140 m²KM 1KT 3
Perumahan Harvest City Cluster Sakura,Rp 640.000.000,Cicilan 6.1 Juta/bulan,"Setu, Kabupaten bekasi",LT 78 m²LB 72 m²KM 2KT 3
Perumahan Greenleaf,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Sawangan, Kota depok",LT 84 m²LB 52 m²KM 1KT 2
Srimaya Residence Cluster Baswara,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Bantargebang, Kota bekasi",LT 70 m²LB 42 m²KM 1KT 2
Mabruk Jaya Residence Bogor,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 64 m²LB 45 m²KM 1KT 2
Perumahan Casella Residence,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 60 m²LB 42 m²KM 1KT 2
Perumahan Griya Mustika,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Tigaraksa, Kabupaten tangerang",LT 108 m²LB 108 m²KM 2KT 2
Pondok Ungu Permai - Blok AD16,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Bekasi utara, Kota bekasi",LT 60 m²LB 100 m²KM 2KT 2
Perumahan Panjibuwono City Cluster Malioboro,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Babelan, Kabupaten bekasi",LT 90 m²LB 45 m²KM 1KT 2
Perumahan Citra Indah City Cluster Bukit Akasia,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Jonggol, Kabupaten bogor",LT 120 m²LB 70 m²KM 2KT 2
Perumahan Cempaka Residence,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Cibinong, Kabupaten bogor",LT 91 m²LB 40 m²KM 1KT 2
Pondok Ungu Permai,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Bekasi utara, Kota bekasi",LT 60 m²LB 60 m²KM 1KT 2
Grand Mutiara Nanggerang,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Tajurhalang, Kabupaten bogor",LT 72 m²LB 45 m²KM 1KT 2
Tera Damai Cluster Curtina,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Tambun utara, Kabupaten bekasi",LT 70 m²LB 37 m²KM 1KT 2
Perumahan Dukuh Zamrud,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 60 m²KM 1KT 1
Perum Puspa Raya Bojong Gede,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Bojong gede, Kabupaten bogor",LT 60 m²LB 90 m²KM 1KT 3
Tera Damai Cluster Branta,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Tambun utara, Kabupaten bekasi",LT 70 m²LB 40 m²KM 1KT 2
Perumahan Mutiara Gading Timur,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 120 m²KM 2KT 3
Perumahan Grand Nusa Indah,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 60 m²LB 36 m²KM 1KT 2
Bumi Indah Cluster Parahyangan Blok PTR 3A,Rp 650.000.000,Cicilan 6.2 Juta/bulan,"Pasar kemis, Kabupaten tangerang",LT 72 m²LB 36 m²KM 1KT 2
Mimi Townhouse 2,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Sawangan, Kota depok",LT 74 m²LB 52 m²KM 1KT 2
Grand View Karawaci Cluster Fiera Vista,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Curug, Kabupaten tangerang",LT 72 m²LB 45 m²KM 1KT 2
Perumahan Pesona Dramaga Residence,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Ciampea, Kabupaten bogor",LT 72 m²LB 36 m²KM 1KT 2
Perumahan Talaga Bestari,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Cikupa, Kabupaten tangerang",LT 78 m²LB 50 m²KM 1KT 2
Perum Graha Harapan,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Mustikajaya, Kota bekasi",LT 90 m²LB 70 m²KM 1KT 3
Perum Nuansa Telaga Kalibaru,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Cilodong, Kota depok",LT 91 m²LB 70 m²KM 2KT 2
Cluster Permata Sukahati,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Cibinong, Kabupaten bogor",LT 86 m²LB 42 m²KM 1KT 2
Cluster Ubud Bekasi,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Babelan, Kabupaten bekasi",LT 78 m²LB 53 m²KM 1KT 2
Darmawangsa Residence,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Tambun utara, Kabupaten bekasi",LT 72 m²LB 50 m²KM 1KT 2
Taman Dramaga Permai 2,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Ciampea, Kabupaten bogor",LT 93 m²LB 60 m²KM 1KT 2
Perumahan Taman Anyelir,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Cilodong, Kota depok",LT 72 m²LB 40 m²KM 2KT 2
Perumahan Bukit Dago,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Setu, Kota tangerang selatan",LT 66 m²LB 50 m²KM 1KT 3
Perumahan Mutiara Gading Timur,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 105 m²KM 1KT 2
Pondok Arum Tangerang,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Karawaci, Kota tangerang",LT 63 m²LB 50 m²KM 2KT 3
Permata Depok Regency,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Cipayung, Kota depok",LT 72 m²LB 36 m²KM 1KT 2
Perumahan Legok Permai,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Legok, Kabupaten tangerang",LT 72 m²LB 36 m²KM 1KT 2
Griya Alam Sentul,Rp 660.000.000,Cicilan 6.3 Juta/bulan,"Babakan madang, Kabupaten bogor",LT 72 m²LB 54 m²KM 1KT 2
Serpong Garden Village,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 60 m²LB 55 m²KM 1KT 3
Grand Taman Sari Residence,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Setu, Kabupaten bekasi",LT 72 m²LB 72 m²KM 1KT 2
Taman Anyelir 3 Blok L7,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Cilodong, Kota depok",LT 72 m²LB 54 m²KM 1KT 2
Perumahan Pesona Laguna,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Tapos, Kota depok",LT 98 m²LB 45 m²KM 1KT 2
Villa Pamulang Mas,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 105 m²LB 105 m²KM 1KT 2
Cikeas Country Residence,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 84 m²LB 60 m²KM 1KT 2
Pesona Cilebut 1,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Sukaraja, Kabupaten bogor",LT 72 m²LB 50 m²KM 1KT 2
Perumahan Mutiara Gading Timur 2,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Mustikajaya, Kota bekasi",LT 60 m²LB 45 m²KM 1KT 2
Perumahan Grand Nusa Indah Cluster Tamarindus,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 78 m²LB 42 m²KM 1KT 2
Cahaya Garuda Residence,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Bojongsari, Kota depok",LT 72 m²LB 50 m²KM 1KT 2
Perumahan Cibungbulang Town Hill (Citoh),Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Cibungbulang, Kabupaten bogor",LT 107 m²LB 80 m²KM 2KT 2
Nirwana Hill Serpong Cluster Hoya,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 72 m²LB 36 m²KM 1KT 2
Cluster Ayra Residence 2,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 72 m²LB 48 m²KM 1KT 2
Jalan Mandor Basar Pancoran Mas,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Pancoran mas, Kota depok",LT 60 m²LB 70 m²KM 2KT 3
Perumahan Casa Samala Ciomas,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Ciomas, Kabupaten bogor",LT 72 m²LB 40 m²KM 1KT 2
Perumahan Puri Gading Bekasi,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Pondokmelati, Kota bekasi",LT 78 m²LB 60 m²KM 1KT 2
Depok View Residence 2,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Cilodong, Kota depok",LT 78 m²LB 60 m²KM 1KT 2
Perumahan Pondok Benda Indah,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Pamulang, Kota tangerang selatan",LT 69 m²LB 45 m²KM 1KT 2
Grand Batavia Cluster Breeze,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Pasar kemis, Kabupaten tangerang",LT 72 m²LB 38 m²KM 1KT 2
Puri Jasmine Residence,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Bojongsari, Kota depok",LT 60 m²LB 36 m²KM 1KT 2
Perumahan Mutiara Gading Timur,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Mustikajaya, Kota bekasi",LT 90 m²LB 110 m²KM 1KT 3
Perumahan Bojonggede Parc,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Bojong gede, Kabupaten bogor",LT 47 m²LB 53 m²KM 1KT 2
Bukit Cimanggu City Blok S8,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Tanah sareal, Kota bogor",LT 90 m²LB 36 m²KM 3KT 3
Emerald Residence Tangerang,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Sukadiri, Kabupaten tangerang",LT 60 m²LB 45 m²KM 1KT 2
Perumahan Poin Mas Depok,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Pancoran mas, Kota depok",LT 75 m²LB 36 m²KM 1KT 2
Perumahan Bukit Rancamaya,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Caringin, Kabupaten bogor",LT 72 m²LB 45 m²KM 1KT 2
Perumahan Puri Bintaro Indah,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Ciputat, Kota tangerang selatan",LT 63 m²LB 63 m²KM 1KT 2
Serpong Natura City Cluster Acacia,Rp 670.000.000,Cicilan 6.4 Juta/bulan,"Gunung sindur, Kabupaten bogor",LT 81 m²LB 45 m²KM 1KT 2
Gardenia Residence,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Bojong gede, Kabupaten bogor",LT 76 m²LB 36 m²KM 1KT 2
Taman Jatisari Permai Cluster Bali 2,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Jatiasih, Kota bekasi",LT 89 m²LB 60 m²KM 1KT 2
The Royal Felice,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Cilodong, Kota depok",LT 72 m²LB 45 m²KM 1KT 2
Citraland Cibubur Mega Cluster Monterverde,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Cileungsi, Kabupaten bogor",LT 60 m²LB 36 m²KM 1KT 2
Perumahan The River Cluster West Colorado,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Parung panjang, Kabupaten bogor",LT 72 m²LB 48 m²KM 1KT 2
Cluster Grand Serpong Permai,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Cisauk, Kabupaten tangerang",LT 60 m²LB 36 m²KM 1KT 2
Green Leaf Residence Cluster Foresta,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Rajeg, Kabupaten tangerang",LT 106 m²LB 37 m²KM 1KT 2
Pondok Ungu Cluster Ubud,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Babelan, Kabupaten bekasi",LT 72 m²LB 40 m²KM 1KT 2
Perumahan Jatimulya,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Tambun selatan, Kabupaten bekasi",LT 80 m²LB 56 m²KM 1KT 2
Villa Regency Tangerang 2,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Pasar kemis, Kabupaten tangerang",LT 96 m²LB 29 m²KM 1KT 2
Perumahan Villa Mutiara Lido,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Cigombong, Kabupaten bogor",LT 113 m²LB 113 m²KM 1KT 2
Perumahan De Victoria,Rp 680.000.000,Cicilan 6.5 Juta/bulan,"Cibinong, Kabupaten bogor",LT 75 m²LB 40 m²KM 1KT 2
Perum Antariksa Permai,Rp 690.000.000,Cicilan 6.6 Juta/bulan,"Gunung putri, Kabupaten bogor",LT 90 m²LB 170 m²KM 3KT 2
Perumahan Pejuang Jaya,Rp 690.000.000,Cicilan 6.6 Juta/bulan,"Medansatria, Kota bekasi",LT 70 m²LB 70 m²KM 2KT 3
Komplek Garuda,Rp 690.000.000,Cicilan 6.6 Juta/bulan,"Teluknaga, Kabupaten tangerang",LT 72 m²LB 72 m²KM 1KT 2
Perumahan Taupan Rigency Cinangka,Rp 690.000.000,Cicilan 6.6 Juta/bulan,"Sawangan, Kota depok",LT 72 m²LB 40 m²KM 1KT 2
